QueryNumber;Result
1;[263, 77, 0.5084739829787892]
1;[147, 78, 0.5072371758972195]
1;[582, 79, 0.5072371758972195]
1;[1201, 80, 0.5072371758972194]
1;[957, 81, 0.5052368045110817]
2;[980, 0, 0.6836182956444381]
2;[1197, 1, 0.6705612964086162]
2;[333, 2, 0.6468627961938853]
2;[733, 3, 0.6465607672426696]
2;[459, 4, 0.5770426627316295]
2;[767, 5, 0.5770426627316295]
2;[133, 6, 0.5743461116721995]
2;[1, 7, 0.5738164395765724]
2;[179, 8, 0.5738164395765722]
2;[176, 9, 0.5738164395765722]
2;[590, 10, 0.5738164395765722]
2;[769, 11, 0.5738164395765722]
2;[325, 12, 0.5737900430969739]
2;[159, 13, 0.5737270167331211]
2;[1170, 14, 0.5728455955545674]
2;[754, 15, 0.5716970204344259]
2;[6, 16, 0.5669150645536474]
2;[297, 17, 0.5634307383488999]
2;[592, 18, 0.5593268005239592]
2;[1173, 19, 0.5573399246841767]
2;[761, 20, 0.5530961940412168]
2;[1078, 21, 0.548975548484822]
2;[189, 22, 0.5364104553275265]
2;[265, 23, 0.5333009416485062]
2;[511, 24, 0.533300941648506]
2;[271, 25, 0.522396296197001]
2;[160, 26, 0.5211941827499966]
3;[633, 0, 0.8582420058854882]
3;[505, 1, 0.7944191960379917]
3;[137, 2, 0.7842296978731595]
3;[1206, 3, 0.7704608721019954]
3;[497, 4, 0.7430013618035175]
3;[959, 5, 0.7157657119040847]
3;[251, 6, 0.7070584534219121]
3;[437, 7, 0.707058453421912]
3;[302, 8, 0.707058453421912]
3;[528, 9, 0.707058453421912]
3;[676, 10, 0.7049492239161615]
3;[521, 11, 0.7049492239161614]
3;[1124, 12, 0.703628941155108]
3;[1075, 13, 0.703628941155108]
3;[268, 14, 0.7036289411551079]
3;[271, 15, 0.7036289411551078]
3;[187, 16, 0.7036289411551078]
3;[629, 17, 0.7036289411551078]
3;[55, 18, 0.7005075038634425]
3;[673, 19, 0.6996915471495873]
3;[479, 20, 0.6988374852065466]
3;[865, 21, 0.6988374852065466]
3;[141, 22, 0.6988374852065466]
3;[246, 23, 0.6988374852065466]
3;[293, 24, 0.6988374852065466]
3;[803, 25, 0.6988374852065466]
3;[1107, 26, 0.6988374852065466]
3;[1191, 27, 0.6988374852065466]
3;[172, 28, 0.6948378539324673]
3;[317, 29, 0.6948378539324673]
3;[769, 30, 0.6872985195351512]
3;[960, 31, 0.6872985195351512]
3;[356, 32, 0.6872678131873445]
3;[1238, 33, 0.6860102992631258]
3;[441, 34, 0.6842151603162785]
3;[358, 35, 0.684041253537679]
3;[150, 36, 0.6743423473869834]
3;[462, 37, 0.6743423473869833]
3;[24, 38, 0.6728968658412047]
3;[590, 39, 0.6687145678743248]
3;[190, 40, 0.6687145678743248]
3;[290, 41, 0.6687145678743248]
3;[953, 42, 0.6687145678743248]
3;[961, 43, 0.6687145678743248]
3;[992, 44, 0.6687145678743248]
3;[1038, 45, 0.6687145678743248]
3;[1058, 46, 0.6687145678743248]
3;[1108, 47, 0.6687145678743248]
3;[107, 48, 0.6687145678743248]
3;[263, 49, 0.6687145678743248]
3;[754, 50, 0.6687145678743247]
3;[273, 51, 0.6687145678743247]
3;[320, 52, 0.6687145678743247]
3;[369, 53, 0.6687145678743247]
3;[715, 54, 0.6687145678743247]
3;[737, 55, 0.6687145678743247]
3;[886, 56, 0.6687145678743247]
3;[1161, 57, 0.6687145678743247]
3;[1165, 58, 0.6687145678743247]
3;[1112, 59, 0.662170038747523]
3;[1005, 60, 0.662170038747523]
3;[1062, 61, 0.662170038747523]
3;[1223, 62, 0.6605452565842489]
3;[496, 63, 0.6589605429378741]
3;[901, 64, 0.6562690833544074]
3;[1197, 65, 0.6533720035557338]
3;[19, 66, 0.652177336228341]
3;[144, 67, 0.6521773362283408]
3;[305, 68, 0.6516071360923307]
3;[2, 69, 0.6515673130119396]
3;[23, 70, 0.6414980747205182]
3;[26, 71, 0.6414778044527646]
3;[228, 72, 0.6414778044527646]
3;[304, 73, 0.6414778044527645]
3;[140, 74, 0.6414778044527644]
3;[885, 75, 0.6414778044527644]
3;[848, 76, 0.6302424450712742]
3;[374, 77, 0.6226065501115593]
3;[281, 78, 0.6220005117791781]
3;[852, 79, 0.6220005117791781]
3;[710, 80, 0.6204570440534353]
3;[259, 81, 0.6043488312764842]
3;[195, 82, 0.6043488312764841]
3;[463, 83, 0.6043488312764841]
3;[22, 84, 0.6043488312764841]
3;[151, 85, 0.6043488312764841]
3;[255, 86, 0.6043488312764841]
3;[348, 87, 0.6043488312764841]
3;[486, 88, 0.6043488312764841]
3;[527, 89, 0.6043488312764841]
3;[535, 90, 0.6043488312764841]
3;[748, 91, 0.6043488312764841]
3;[755, 92, 0.6043488312764841]
3;[1076, 93, 0.6043488312764841]
3;[1126, 94, 0.6043488312764841]
3;[199, 95, 0.604348831276484]
3;[261, 96, 0.604348831276484]
3;[308, 97, 0.604348831276484]
3;[313, 98, 0.604348831276484]
3;[466, 99, 0.604348831276484]
3;[520, 100, 0.604348831276484]
3;[572, 101, 0.604348831276484]
3;[585, 102, 0.604348831276484]
3;[616, 103, 0.604348831276484]
3;[685, 104, 0.604348831276484]
3;[958, 105, 0.604348831276484]
3;[1137, 106, 0.604348831276484]
3;[1188, 107, 0.604348831276484]
3;[946, 108, 0.604348831276484]
3;[602, 109, 0.5970466674831598]
3;[1046, 110, 0.5738509504597304]
3;[1196, 111, 0.5686514106931835]
3;[742, 112, 0.5682469665043882]
3;[733, 113, 0.5682469665043881]
3;[189, 114, 0.5682469665043881]
3;[311, 115, 0.5682469665043881]
3;[955, 116, 0.5682469665043881]
3;[371, 117, 0.5672220438775363]
3;[503, 118, 0.5672220438775363]
3;[702, 119, 0.5672220438775363]
3;[805, 120, 0.5672220438775363]
3;[1175, 121, 0.5672220438775363]
3;[680, 122, 0.5672092656358623]
3;[147, 123, 0.5569186231936025]
3;[191, 124, 0.5569186231936025]
3;[279, 125, 0.5569186231936025]
3;[608, 126, 0.5569186231936025]
3;[896, 127, 0.5569186231936025]
3;[995, 128, 0.5569186231936025]
3;[77, 129, 0.5520204633010395]
3;[606, 130, 0.549332394629943]
3;[367, 131, 0.5425493194172338]
3;[196, 132, 0.5389207847216818]
3;[584, 133, 0.5357763581609994]
3;[956, 134, 0.5241948498017068]
3;[1199, 135, 0.5241948498017068]
3;[856, 136, 0.5160112519485472]
3;[1, 137, 0.5]
3;[258, 138, 0.5]
3;[526, 139, 0.5]
3;[402, 140, 0.5]
3;[411, 141, 0.5]
3;[412, 142, 0.5]
3;[923, 143, 0.5]
3;[555, 144, 0.5]
3;[179, 145, 0.5]
3;[185, 146, 0.5]
3;[74, 147, 0.5]
3;[205, 148, 0.5]
3;[858, 149, 0.5]
3;[223, 150, 0.5]
3;[355, 151, 0.5]
3;[631, 152, 0.5]
3;[260, 153, 0.5]
3;[7, 154, 0.5]
3;[8, 155, 0.5]
3;[265, 156, 0.5]
3;[394, 157, 0.5]
3;[778, 158, 0.5]
3;[905, 159, 0.5]
3;[912, 160, 0.5]
3;[913, 161, 0.5]
3;[18, 162, 0.5]
3;[1042, 163, 0.5]
3;[148, 164, 0.5]
3;[1171, 165, 0.5]
3;[282, 166, 0.5]
3;[922, 167, 0.5]
3;[668, 168, 0.5]
3;[1180, 169, 0.5]
3;[159, 170, 0.5]
3;[160, 171, 0.5]
3;[161, 172, 0.5]
3;[800, 173, 0.5]
3;[802, 174, 0.5]
3;[550, 175, 0.5]
3;[1065, 176, 0.5]
3;[427, 177, 0.5]
3;[556, 178, 0.5]
3;[1071, 179, 0.5]
3;[176, 180, 0.5]
3;[177, 181, 0.5]
3;[178, 182, 0.5]
3;[1077, 183, 0.5]
3;[696, 184, 0.5]
3;[188, 185, 0.5]
3;[61, 186, 0.5]
3;[62, 187, 0.5]
3;[447, 188, 0.5]
3;[1086, 189, 0.5]
3;[1091, 190, 0.5]
3;[200, 191, 0.5]
3;[458, 192, 0.5]
3;[459, 193, 0.5]
3;[460, 194, 0.5]
3;[842, 195, 0.5]
3;[80, 196, 0.5]
3;[82, 197, 0.5]
3;[1227, 198, 0.5]
3;[469, 199, 0.5]
3;[987, 200, 0.5]
3;[989, 201, 0.5]
3;[611, 202, 0.5]
3;[1000, 203, 0.5]
3;[753, 204, 0.5]
3;[1010, 205, 0.5]
3;[884, 206, 0.5]
3;[250, 207, 0.5]
3;[123, 208, 0.5]
3;[890, 209, 0.5]
3;[6, 210, 0.5]
3;[790, 211, 0.5]
3;[1173, 212, 0.5]
3;[945, 213, 0.5]
3;[1078, 214, 0.5]
3;[451, 215, 0.5]
3;[588, 216, 0.5]
3;[589, 217, 0.5]
3;[591, 218, 0.5]
3;[983, 219, 0.5]
3;[346, 220, 0.5]
3;[988, 221, 0.5]
3;[874, 222, 0.5]
3;[110, 223, 0.5]
3;[517, 224, 0.5]
3;[1102, 225, 0.5]
3;[598, 226, 0.5]
3;[104, 227, 0.5]
3;[618, 228, 0.5]
3;[111, 229, 0.5]
3;[146, 230, 0.5]
3;[1170, 231, 0.5]
3;[253, 232, 0.5]
3;[767, 233, 0.5]
3;[782, 234, 0.5]
3;[784, 235, 0.5]
3;[804, 236, 0.5]
3;[812, 237, 0.5]
3;[326, 238, 0.5]
3;[333, 239, 0.5]
3;[347, 240, 0.5]
3;[863, 241, 0.5]
3;[377, 242, 0.5]
3;[903, 243, 0.5]
3;[429, 244, 0.5]
3;[432, 245, 0.5]
3;[438, 246, 0.5]
3;[457, 247, 0.5]
3;[487, 248, 0.5]
3;[499, 249, 0.5]
3;[11, 250, 0.5]
3;[15, 251, 0.5]
3;[31, 252, 0.5]
3;[552, 253, 0.5]
3;[1067, 254, 0.5]
3;[1073, 255, 0.5]
3;[614, 256, 0.5]
3;[118, 257, 0.5]
3;[1169, 258, 0.5]
3;[711, 259, 0.5]
3;[206, 260, 0.5]
3;[212, 261, 0.5]
3;[726, 262, 0.5]
3;[219, 263, 0.5]
3;[731, 264, 0.5]
3;[736, 265, 0.5]
3;[243, 266, 0.5]
3;[307, 267, 0.5]
3;[822, 268, 0.5]
3;[322, 269, 0.5]
3;[325, 270, 0.5]
3;[860, 271, 0.5]
3;[879, 272, 0.5]
3;[370, 273, 0.5]
3;[887, 274, 0.5]
3;[914, 275, 0.5]
3;[403, 276, 0.5]
3;[417, 277, 0.5]
3;[439, 278, 0.5]
3;[969, 279, 0.5]
3;[473, 280, 0.5]
3;[1019, 281, 0.5]
3;[134, 282, 0.5]
3;[345, 283, 0.5]
3;[3, 284, 0.5]
3;[4, 285, 0.5]
3;[13, 286, 0.5]
3;[21, 287, 0.5]
3;[27, 288, 0.5]
3;[28, 289, 0.5]
3;[30, 290, 0.5]
3;[32, 291, 0.5]
3;[40, 292, 0.5]
3;[43, 293, 0.5]
3;[47, 294, 0.5]
3;[49, 295, 0.5]
3;[51, 296, 0.5]
3;[52, 297, 0.5]
3;[53, 298, 0.5]
3;[54, 299, 0.5]
3;[59, 300, 0.5]
3;[63, 301, 0.5]
3;[64, 302, 0.5]
3;[65, 303, 0.5]
3;[67, 304, 0.5]
3;[68, 305, 0.5]
3;[70, 306, 0.5]
3;[72, 307, 0.5]
3;[83, 308, 0.5]
3;[84, 309, 0.5]
3;[85, 310, 0.5]
3;[88, 311, 0.5]
3;[89, 312, 0.5]
3;[90, 313, 0.5]
3;[92, 314, 0.5]
3;[93, 315, 0.5]
3;[95, 316, 0.5]
3;[96, 317, 0.5]
3;[98, 318, 0.5]
3;[100, 319, 0.5]
3;[102, 320, 0.5]
3;[108, 321, 0.5]
3;[113, 322, 0.5]
3;[119, 323, 0.5]
3;[122, 324, 0.5]
3;[125, 325, 0.5]
3;[130, 326, 0.5]
3;[138, 327, 0.5]
3;[139, 328, 0.5]
3;[143, 329, 0.5]
3;[154, 330, 0.5]
3;[155, 331, 0.5]
3;[163, 332, 0.5]
3;[164, 333, 0.5]
3;[166, 334, 0.5]
3;[167, 335, 0.5]
3;[169, 336, 0.5]
3;[170, 337, 0.5]
3;[173, 338, 0.5]
3;[174, 339, 0.5]
3;[181, 340, 0.5]
3;[182, 341, 0.5]
3;[183, 342, 0.5]
3;[184, 343, 0.5]
3;[193, 344, 0.5]
3;[201, 345, 0.5]
3;[204, 346, 0.5]
3;[209, 347, 0.5]
3;[210, 348, 0.5]
3;[211, 349, 0.5]
3;[217, 350, 0.5]
3;[218, 351, 0.5]
3;[221, 352, 0.5]
3;[222, 353, 0.5]
3;[225, 354, 0.5]
3;[227, 355, 0.5]
3;[229, 356, 0.5]
3;[230, 357, 0.5]
3;[231, 358, 0.5]
3;[232, 359, 0.5]
3;[233, 360, 0.5]
3;[234, 361, 0.5]
3;[237, 362, 0.5]
3;[238, 363, 0.5]
3;[242, 364, 0.5]
3;[244, 365, 0.5]
3;[245, 366, 0.5]
3;[248, 367, 0.5]
3;[252, 368, 0.5]
3;[254, 369, 0.5]
3;[256, 370, 0.5]
3;[274, 371, 0.5]
3;[283, 372, 0.5]
3;[286, 373, 0.5]
3;[287, 374, 0.5]
3;[289, 375, 0.5]
3;[292, 376, 0.5]
3;[295, 377, 0.5]
3;[306, 378, 0.5]
3;[309, 379, 0.5]
3;[312, 380, 0.5]
3;[314, 381, 0.5]
3;[315, 382, 0.5]
3;[316, 383, 0.5]
3;[323, 384, 0.5]
3;[327, 385, 0.5]
3;[332, 386, 0.5]
3;[336, 387, 0.5]
3;[337, 388, 0.5]
3;[340, 389, 0.5]
3;[341, 390, 0.5]
3;[342, 391, 0.5]
3;[349, 392, 0.5]
3;[351, 393, 0.5]
3;[352, 394, 0.5]
3;[357, 395, 0.5]
3;[361, 396, 0.5]
3;[363, 397, 0.5]
3;[364, 398, 0.5]
3;[366, 399, 0.5]
3;[368, 400, 0.5]
3;[372, 401, 0.5]
3;[383, 402, 0.5]
3;[386, 403, 0.5]
3;[390, 404, 0.5]
3;[391, 405, 0.5]
3;[392, 406, 0.5]
3;[393, 407, 0.5]
3;[396, 408, 0.5]
3;[397, 409, 0.5]
3;[400, 410, 0.5]
3;[401, 411, 0.5]
3;[404, 412, 0.5]
3;[407, 413, 0.5]
3;[408, 414, 0.5]
3;[409, 415, 0.5]
3;[410, 416, 0.5]
3;[414, 417, 0.5]
3;[415, 418, 0.5]
3;[416, 419, 0.5]
3;[418, 420, 0.5]
3;[419, 421, 0.5]
3;[420, 422, 0.5]
3;[421, 423, 0.5]
3;[422, 424, 0.5]
3;[424, 425, 0.5]
3;[425, 426, 0.5]
3;[430, 427, 0.5]
3;[436, 428, 0.5]
3;[440, 429, 0.5]
3;[442, 430, 0.5]
3;[443, 431, 0.5]
3;[445, 432, 0.5]
3;[446, 433, 0.5]
3;[454, 434, 0.5]
3;[455, 435, 0.5]
3;[461, 436, 0.5]
3;[467, 437, 0.5]
3;[471, 438, 0.5]
3;[472, 439, 0.5]
3;[478, 440, 0.5]
3;[480, 441, 0.5]
3;[482, 442, 0.5]
3;[484, 443, 0.5]
3;[489, 444, 0.5]
3;[494, 445, 0.5]
3;[498, 446, 0.5]
3;[500, 447, 0.5]
3;[501, 448, 0.5]
3;[502, 449, 0.5]
3;[506, 450, 0.5]
3;[508, 451, 0.5]
3;[510, 452, 0.5]
3;[518, 453, 0.5]
3;[519, 454, 0.5]
3;[523, 455, 0.5]
3;[524, 456, 0.5]
3;[536, 457, 0.5]
3;[538, 458, 0.5]
3;[539, 459, 0.5]
3;[541, 460, 0.5]
3;[542, 461, 0.5]
3;[543, 462, 0.5]
3;[546, 463, 0.5]
3;[548, 464, 0.5]
3;[553, 465, 0.5]
3;[554, 466, 0.5]
3;[559, 467, 0.5]
3;[562, 468, 0.5]
3;[565, 469, 0.5]
3;[568, 470, 0.5]
3;[569, 471, 0.5]
3;[573, 472, 0.5]
3;[575, 473, 0.5]
3;[577, 474, 0.5]
3;[579, 475, 0.5]
3;[582, 476, 0.5]
3;[583, 477, 0.5]
3;[587, 478, 0.5]
3;[594, 479, 0.5]
3;[597, 480, 0.5]
3;[599, 481, 0.5]
3;[601, 482, 0.5]
3;[604, 483, 0.5]
3;[605, 484, 0.5]
3;[607, 485, 0.5]
3;[612, 486, 0.5]
3;[613, 487, 0.5]
3;[615, 488, 0.5]
3;[622, 489, 0.5]
3;[623, 490, 0.5]
3;[626, 491, 0.5]
3;[630, 492, 0.5]
3;[636, 493, 0.5]
3;[639, 494, 0.5]
3;[640, 495, 0.5]
3;[643, 496, 0.5]
3;[644, 497, 0.5]
3;[645, 498, 0.5]
3;[647, 499, 0.5]
3;[648, 500, 0.5]
3;[650, 501, 0.5]
3;[653, 502, 0.5]
3;[657, 503, 0.5]
3;[658, 504, 0.5]
3;[659, 505, 0.5]
3;[660, 506, 0.5]
3;[661, 507, 0.5]
3;[667, 508, 0.5]
3;[669, 509, 0.5]
3;[672, 510, 0.5]
3;[674, 511, 0.5]
3;[675, 512, 0.5]
3;[683, 513, 0.5]
3;[684, 514, 0.5]
3;[687, 515, 0.5]
3;[688, 516, 0.5]
3;[689, 517, 0.5]
3;[692, 518, 0.5]
3;[693, 519, 0.5]
3;[694, 520, 0.5]
3;[695, 521, 0.5]
3;[698, 522, 0.5]
3;[700, 523, 0.5]
3;[703, 524, 0.5]
3;[705, 525, 0.5]
3;[706, 526, 0.5]
3;[707, 527, 0.5]
3;[717, 528, 0.5]
3;[719, 529, 0.5]
3;[722, 530, 0.5]
3;[724, 531, 0.5]
3;[725, 532, 0.5]
3;[727, 533, 0.5]
3;[728, 534, 0.5]
3;[730, 535, 0.5]
3;[732, 536, 0.5]
3;[738, 537, 0.5]
3;[743, 538, 0.5]
3;[747, 539, 0.5]
3;[749, 540, 0.5]
3;[750, 541, 0.5]
3;[751, 542, 0.5]
3;[752, 543, 0.5]
3;[757, 544, 0.5]
3;[758, 545, 0.5]
3;[762, 546, 0.5]
3;[764, 547, 0.5]
3;[765, 548, 0.5]
3;[766, 549, 0.5]
3;[770, 550, 0.5]
3;[771, 551, 0.5]
3;[772, 552, 0.5]
3;[780, 553, 0.5]
3;[785, 554, 0.5]
3;[794, 555, 0.5]
3;[795, 556, 0.5]
3;[798, 557, 0.5]
3;[806, 558, 0.5]
3;[807, 559, 0.5]
3;[811, 560, 0.5]
3;[813, 561, 0.5]
3;[815, 562, 0.5]
3;[828, 563, 0.5]
3;[829, 564, 0.5]
3;[830, 565, 0.5]
3;[831, 566, 0.5]
3;[832, 567, 0.5]
3;[833, 568, 0.5]
3;[835, 569, 0.5]
3;[836, 570, 0.5]
3;[838, 571, 0.5]
3;[841, 572, 0.5]
3;[843, 573, 0.5]
3;[844, 574, 0.5]
3;[847, 575, 0.5]
3;[849, 576, 0.5]
3;[850, 577, 0.5]
3;[851, 578, 0.5]
3;[855, 579, 0.5]
3;[859, 580, 0.5]
3;[861, 581, 0.5]
3;[862, 582, 0.5]
3;[867, 583, 0.5]
3;[870, 584, 0.5]
3;[873, 585, 0.5]
3;[876, 586, 0.5]
3;[883, 587, 0.5]
3;[888, 588, 0.5]
3;[889, 589, 0.5]
3;[895, 590, 0.5]
3;[897, 591, 0.5]
3;[898, 592, 0.5]
3;[899, 593, 0.5]
3;[902, 594, 0.5]
3;[906, 595, 0.5]
3;[907, 596, 0.5]
3;[915, 597, 0.5]
3;[916, 598, 0.5]
3;[919, 599, 0.5]
3;[925, 600, 0.5]
3;[926, 601, 0.5]
3;[929, 602, 0.5]
3;[931, 603, 0.5]
3;[934, 604, 0.5]
3;[936, 605, 0.5]
3;[937, 606, 0.5]
3;[942, 607, 0.5]
3;[944, 608, 0.5]
3;[951, 609, 0.5]
3;[952, 610, 0.5]
3;[962, 611, 0.5]
3;[963, 612, 0.5]
3;[964, 613, 0.5]
3;[965, 614, 0.5]
3;[967, 615, 0.5]
3;[968, 616, 0.5]
3;[970, 617, 0.5]
3;[971, 618, 0.5]
3;[972, 619, 0.5]
3;[975, 620, 0.5]
3;[976, 621, 0.5]
3;[978, 622, 0.5]
3;[981, 623, 0.5]
3;[982, 624, 0.5]
3;[986, 625, 0.5]
3;[991, 626, 0.5]
3;[993, 627, 0.5]
3;[998, 628, 0.5]
3;[999, 629, 0.5]
3;[1003, 630, 0.5]
3;[1006, 631, 0.5]
3;[1007, 632, 0.5]
3;[1009, 633, 0.5]
3;[1012, 634, 0.5]
3;[1016, 635, 0.5]
3;[1017, 636, 0.5]
3;[1021, 637, 0.5]
3;[1024, 638, 0.5]
3;[1025, 639, 0.5]
3;[1027, 640, 0.5]
3;[1029, 641, 0.5]
3;[1030, 642, 0.5]
3;[1032, 643, 0.5]
3;[1033, 644, 0.5]
3;[1034, 645, 0.5]
3;[1035, 646, 0.5]
3;[1040, 647, 0.5]
3;[1043, 648, 0.5]
3;[1047, 649, 0.5]
3;[1048, 650, 0.5]
3;[1049, 651, 0.5]
3;[1050, 652, 0.5]
3;[1052, 653, 0.5]
3;[1053, 654, 0.5]
3;[1054, 655, 0.5]
3;[1055, 656, 0.5]
3;[1056, 657, 0.5]
3;[1057, 658, 0.5]
3;[1060, 659, 0.5]
3;[1064, 660, 0.5]
3;[1066, 661, 0.5]
3;[1068, 662, 0.5]
3;[1070, 663, 0.5]
3;[1074, 664, 0.5]
3;[1081, 665, 0.5]
3;[1085, 666, 0.5]
3;[1095, 667, 0.5]
3;[1096, 668, 0.5]
3;[1099, 669, 0.5]
3;[1101, 670, 0.5]
3;[1103, 671, 0.5]
3;[1104, 672, 0.5]
3;[1105, 673, 0.5]
3;[1106, 674, 0.5]
3;[1110, 675, 0.5]
3;[1111, 676, 0.5]
3;[1114, 677, 0.5]
3;[1115, 678, 0.5]
3;[1116, 679, 0.5]
3;[1118, 680, 0.5]
3;[1120, 681, 0.5]
3;[1121, 682, 0.5]
3;[1125, 683, 0.5]
3;[1127, 684, 0.5]
3;[1128, 685, 0.5]
3;[1129, 686, 0.5]
3;[1131, 687, 0.5]
3;[1132, 688, 0.5]
3;[1134, 689, 0.5]
3;[1135, 690, 0.5]
3;[1136, 691, 0.5]
3;[1140, 692, 0.5]
3;[1141, 693, 0.5]
3;[1142, 694, 0.5]
3;[1144, 695, 0.5]
3;[1146, 696, 0.5]
3;[1147, 697, 0.5]
3;[1149, 698, 0.5]
3;[1152, 699, 0.5]
3;[1155, 700, 0.5]
3;[1157, 701, 0.5]
3;[1159, 702, 0.5]
3;[1162, 703, 0.5]
3;[1163, 704, 0.5]
3;[1164, 705, 0.5]
3;[1167, 706, 0.5]
3;[1168, 707, 0.5]
3;[1172, 708, 0.5]
3;[1179, 709, 0.5]
3;[1181, 710, 0.5]
3;[1185, 711, 0.5]
3;[1190, 712, 0.5]
3;[1195, 713, 0.5]
3;[1198, 714, 0.5]
3;[1200, 715, 0.5]
3;[1201, 716, 0.5]
3;[1205, 717, 0.5]
3;[1209, 718, 0.5]
3;[1210, 719, 0.5]
3;[1214, 720, 0.5]
3;[1215, 721, 0.5]
3;[1220, 722, 0.5]
3;[1222, 723, 0.5]
3;[1224, 724, 0.5]
3;[1226, 725, 0.5]
3;[1231, 726, 0.5]
3;[1232, 727, 0.5]
3;[1237, 728, 0.5]
3;[1239, 729, 0.5]
3;[5, 730, 0.5]
3;[42, 731, 0.5]
3;[106, 732, 0.5]
3;[124, 733, 0.5]
3;[149, 734, 0.5]
3;[156, 735, 0.5]
3;[203, 736, 0.5]
3;[215, 737, 0.5]
3;[224, 738, 0.5]
3;[269, 739, 0.5]
3;[278, 740, 0.5]
3;[284, 741, 0.5]
3;[288, 742, 0.5]
3;[296, 743, 0.5]
3;[360, 744, 0.5]
3;[651, 745, 0.5]
3;[670, 746, 0.5]
3;[677, 747, 0.5]
3;[686, 748, 0.5]
3;[734, 749, 0.5]
3;[775, 750, 0.5]
3;[793, 751, 0.5]
3;[826, 752, 0.5]
3;[904, 753, 0.5]
3;[928, 754, 0.5]
3;[947, 755, 0.5]
3;[1041, 756, 0.5]
3;[1051, 757, 0.5]
3;[1082, 758, 0.5]
3;[1117, 759, 0.5]
3;[1119, 760, 0.5]
3;[1138, 761, 0.5]
3;[1218, 762, 0.5]
3;[145, 763, 0.5]
3;[515, 764, 0.5]
3;[635, 765, 0.5]
3;[529, 766, 0.5]
3;[516, 767, 0.5]
3;[310, 768, 0.5]
4;[820, 0, 0.856979101591337]
4;[498, 1, 0.7055257726749148]
4;[715, 2, 0.7051010323979725]
4;[8, 3, 0.7025751697566803]
4;[1192, 4, 0.7025751697566803]
4;[325, 5, 0.7025751697566803]
4;[511, 6, 0.7025751697566803]
4;[725, 7, 0.7015224425478006]
4;[1030, 8, 0.7015224425478006]
4;[135, 9, 0.6959980602464056]
4;[1039, 10, 0.6959980602464056]
4;[711, 11, 0.6959980602464056]
4;[928, 12, 0.6911657998844895]
4;[7, 13, 0.6893806627079996]
4;[333, 14, 0.6893806627079996]
4;[955, 15, 0.6822420607407889]
